timestamp,index,name,utilization.gpu,utilization.memory,memory.used,memory.total,power.draw,temperature.gpu
2026/03/25 04:53:49.946, 0, NVIDIA GB10, 0, 0, [N/A], [N/A], 4.41, 58
2026/03/25 04:53:50.963, 0, NVIDIA GB10, 0, 0, [N/A], [N/A], 4.43, 57
2026/03/25 04:53:51.964, 0, NVIDIA GB10, 1, 0, [N/A], [N/A], 9.07, 58
2026/03/25 04:53:52.965, 0, NVIDIA GB10, 0, 0, [N/A], [N/A], 12.64, 58
2026/03/25 04:53:53.965, 0, NVIDIA GB10, 0, 0, [N/A], [N/A], 12.17, 57
2026/03/25 04:53:54.966, 0, NVIDIA GB10, 0, 0, [N/A], [N/A], 12.17, 57
2026/03/25 04:53:55.966, 0, NVIDIA GB10, 0, 0, [N/A], [N/A], 12.15, 57
2026/03/25 04:53:56.967, 0, NVIDIA GB10, 0, 0, [N/A], [N/A], 12.15, 57
2026/03/25 04:53:57.968, 0, NVIDIA GB10, 0, 0, [N/A], [N/A], 12.12, 57
2026/03/25 04:53:58.968, 0, NVIDIA GB10, 0, 0, [N/A], [N/A], 12.09, 57
2026/03/25 04:53:59.969, 0, NVIDIA GB10, 0, 0, [N/A], [N/A], 12.05, 56
2026/03/25 04:54:00.969, 0, NVIDIA GB10, 0, 0, [N/A], [N/A], 12.06, 56
2026/03/25 04:54:01.970, 0, NVIDIA GB10, 22, 0, [N/A], [N/A], 13.05, 56
2026/03/25 04:54:02.970, 0, NVIDIA GB10, 3, 0, [N/A], [N/A], 12.24, 56
2026/03/25 04:54:03.971, 0, NVIDIA GB10, 0, 0, [N/A], [N/A], 12.04, 56
2026/03/25 04:54:04.971, 0, NVIDIA GB10, 0, 0, [N/A], [N/A], 12.05, 56
2026/03/25 04:54:05.971, 0, NVIDIA GB10, 0, 0, [N/A], [N/A], 12.03, 56
2026/03/25 04:54:06.972, 0, NVIDIA GB10, 0, 0, [N/A], [N/A], 12.02, 56
2026/03/25 04:54:07.972, 0, NVIDIA GB10, 0, 0, [N/A], [N/A], 11.99, 55
2026/03/25 04:54:08.973, 0, NVIDIA GB10, 0, 0, [N/A], [N/A], 11.95, 55
2026/03/25 04:54:09.973, 0, NVIDIA GB10, 0, 0, [N/A], [N/A], 11.94, 55
2026/03/25 04:54:10.974, 0, NVIDIA GB10, 0, 0, [N/A], [N/A], 11.95, 55
2026/03/25 04:54:11.974, 0, NVIDIA GB10, 0, 0, [N/A], [N/A], 11.95, 55
2026/03/25 04:54:12.974, 0, NVIDIA GB10, 0, 0, [N/A], [N/A], 11.92, 55
2026/03/25 04:54:13.975, 0, NVIDIA GB10, 0, 0, [N/A], [N/A], 11.88, 55
