44313,2632
44314,4003
44320,10249
44473,1335
44474,1986
44480,3322
44524,46466
44525,186940
44537,4984
44538,7439
44544,12423
44640,16105
44646,9617
44647,6489
44659,186050
44660,47049
44665,3405
44666,5227
44684,2701
44685,10930
44736,15071
44742,9083
44743,5989
44780,3141
44781,12135
44800,171987
44838,1530
44839,1081
44844,518
44845,2093
44851,14502
44852,3766
44857,7320
44858,10948
44883,15488
44884,3844
44889,7694
44890,11638
44985,14421
44986,21568
45011,3522
45012,886
45017,50725
45018,75725
45043,95443
45044,23831
45056,20672
45062,9018
45063,6017
45139,34014
45140,8400
45209,5827
45210,8738
45228,1125
45229,4457
45235,4508
45236,1074
45241,18335
45242,27513
45248,100070
45299,20384
45300,5042
45305,9985
45306,15442
45324,336
45325,1411
45382,1095
45383,701
45388,348
45389,1449
45459,29765
45460,7432
45465,14952
45466,22246
45491,2634
45492,665
45497,1369
45498,1930
45561,16055
45562,23975
45568,77395
45574,22509
45575,14856
45600,52756
45606,31676
45607,21081
81696,1
697811,1
762695,1
