timestamp,current_mA,voltage_V,power_active_W,energy_counter_Wh
20260323194843526615,567,220,118,8620
20260323194844528971,571,220,119,0
20260323194845534872,571,220,119,0
20260323194846532487,525,220,108,0
20260323194847535740,513,220,106,0
20260323194848540013,509,220,105,0
20260323194849539879,508,220,105,0
20260323194850539924,512,220,106,0
20260323194851544527,504,220,104,0
20260323194852543481,521,220,108,0
20260323194853544427,519,220,108,0
20260323194854556817,587,220,123,0
20260323194855548758,595,219,125,0
20260323194856549726,596,219,125,0
20260323194857549893,589,219,123,0
20260323194858549373,588,220,123,0
20260323194859550872,589,220,123,0
20260323194900552923,588,220,123,0
20260323194901554260,589,220,123,0
20260323194902554382,597,219,125,0
20260323194903556687,588,219,123,0
20260323194904558405,588,219,123,0
20260323194905558988,588,219,123,0
20260323194906561494,588,219,123,0
20260323194907562998,591,219,124,0
20260323194908564470,598,219,125,0
20260323194909566353,588,220,123,0
20260323194910567857,588,219,123,0
20260323194911569694,589,219,123,0
20260323194912570498,589,219,123,0
20260323194913572037,593,219,124,0
20260323194914571688,598,219,125,1
20260323194915572479,589,219,123,1
20260323194916575542,589,219,123,1
20260323194917575725,589,219,123,1
20260323194918577608,588,219,123,1
20260323194919578534,596,219,125,1
20260323194920579564,597,219,125,1
20260323194921580544,589,219,123,1
20260323194922581939,588,219,123,1
20260323194923583489,588,219,123,1
20260323194924586391,588,219,123,1
20260323194925587623,590,219,124,1
20260323194926587586,597,219,125,1
20260323194927588089,588,219,123,1
20260323194928590673,588,219,123,1
20260323194929592417,588,219,123,1
20260323194930594105,588,219,123,1
20260323194931595392,591,219,124,1
20260323194932596598,597,219,125,1
20260323194933597074,588,220,123,1
20260323194934599455,588,220,123,1
20260323194935600092,588,219,123,1
20260323194936600203,588,219,123,1
20260323194937602937,592,220,124,1
20260323194938611794,597,220,125,1
20260323194939604679,588,220,123,1
20260323194940607132,588,220,123,1
20260323194941610770,588,220,123,1
20260323194942610391,588,220,123,1
20260323194943611964,594,220,125,2
20260323194944613723,596,220,125,2
20260323194945612920,588,220,123,2
20260323194946615357,588,220,123,2
20260323194947615921,588,220,123,2
20260323194948619185,588,220,123,2
20260323194949620274,589,220,123,2
20260323194950619921,597,220,125,2
20260323194951622769,588,220,123,2
20260323194952622629,588,220,123,2
20260323194953625076,588,220,123,2
20260323194954626649,588,220,123,2
20260323194955627292,590,220,124,2
20260323194956630629,596,220,125,2
20260323194957631581,588,220,123,2
20260323194958632837,587,220,123,2
20260323194959633050,587,220,123,2
20260323195000635111,587,220,123,2
20260323195001635228,591,220,124,2
20260323195002638266,596,220,125,2
20260323195003639432,587,220,123,2
20260323195004640542,587,220,123,2
20260323195005642285,587,220,123,2
20260323195006642675,587,220,123,2
20260323195007646420,593,220,124,2
20260323195008646236,595,220,125,2
20260323195009648048,587,220,123,2
20260323195010649544,587,220,123,2
20260323195011652491,587,220,123,2
20260323195012653408,587,220,123,3
20260323195013653688,588,220,123,3
20260323195014656667,594,220,125,3
20260323195015656999,587,220,123,3
20260323195016658970,587,220,123,3
20260323195017662537,587,220,123,3
20260323195018663730,587,220,123,3
20260323195019666889,589,220,124,3
20260323195020667526,595,220,125,3
20260323195021667750,587,220,123,3
20260323195022669629,587,220,123,3
20260323195023669963,588,220,123,3
20260323195024670509,587,220,123,3
20260323195025670905,590,220,124,3
20260323195026673238,596,220,125,3
20260323195027673774,587,220,123,3
20260323195028675534,588,220,123,3
20260323195029699953,588,220,123,3
20260323195030688473,587,220,123,3
20260323195031688931,592,220,124,3
20260323195032689494,595,220,125,3
20260323195033690485,587,220,123,3
20260323195034691224,587,220,123,3
20260323195035691658,587,220,123,3
20260323195036692120,587,220,123,3
20260323195037692808,587,220,123,3
20260323195038693557,595,220,125,3
20260323195039694327,588,220,123,3
20260323195040694770,588,220,123,3
20260323195041695473,588,220,123,4
20260323195042696221,587,220,123,4
20260323195043696814,589,220,124,4
20260323195044697435,596,220,125,4
20260323195045698651,587,220,123,4
20260323195046700636,587,220,123,4
20260323195047701853,587,220,123,4
20260323195048705509,587,220,123,4
20260323195049704959,590,220,124,4
20260323195050705525,596,220,125,4
20260323195051709239,587,220,123,4
20260323195052708251,587,220,123,4
20260323195053710776,587,220,123,4
20260323195054711937,587,220,123,4
20260323195055713182,591,220,124,4
20260323195056714373,596,220,125,4
20260323195057720310,587,220,123,4
20260323195058718403,587,220,123,4
20260323195059719454,587,220,123,4
20260323195100720603,587,220,123,4
20260323195101723211,587,220,123,4
20260323195102734952,595,220,125,4
20260323195103723691,587,220,123,4
20260323195104725552,587,220,123,4
20260323195105728741,587,220,123,4
20260323195106729899,587,220,123,4
20260323195107731373,589,220,123,4
20260323195108734120,596,220,125,4
20260323195109734841,588,220,123,4
20260323195110736160,588,220,123,5
20260323195111738790,588,220,123,5
20260323195112740710,588,220,123,5
20260323195113740571,590,220,124,5
20260323195114743481,596,220,125,5
20260323195115746459,588,220,123,5
20260323195116745060,588,220,123,5
20260323195117746571,588,220,123,5
20260323195118747866,588,220,123,5
20260323195119748659,592,220,124,5
20260323195120749996,596,220,125,5
20260323195121751572,588,220,123,5
20260323195122753540,588,220,123,5
20260323195123754666,588,220,123,5
20260323195124756651,588,220,123,5
20260323195125757914,595,220,125,5
20260323195126760161,596,220,125,5
20260323195127760665,588,220,123,5
20260323195128761942,588,220,123,5
20260323195129762776,588,220,123,5
20260323195130764669,587,220,123,5
20260323195131765970,589,220,123,5
20260323195132768326,597,220,125,5
20260323195133767248,588,220,123,5
20260323195134768350,588,220,123,5
20260323195135769069,588,220,123,5
20260323195136770742,588,220,123,5
20260323195137772259,590,220,124,5
20260323195138773869,596,220,125,5
20260323195139775871,588,220,123,6
20260323195140776393,588,220,123,6
20260323195141779047,588,220,123,6
20260323195142779629,588,220,123,6
20260323195143780817,592,220,124,6
20260323195144782406,597,220,125,6
20260323195145783380,588,220,123,6
20260323195146785283,588,220,123,6
20260323195147786494,588,220,123,6
20260323195148790791,588,220,123,6
20260323195149788806,593,220,125,6
20260323195150789063,596,220,125,6
20260323195151794891,588,220,123,6
20260323195152793437,588,220,123,6
20260323195153796369,588,220,123,6
20260323195154797067,587,220,123,6
20260323195155797700,588,220,123,6
20260323195156799289,596,220,125,6
20260323195157800548,587,220,123,6
20260323195158801846,587,220,123,6
20260323195159802953,587,220,123,6
20260323195200805470,587,220,123,6
20260323195201805701,589,220,124,6
20260323195202808253,596,220,125,6
20260323195203809010,587,220,123,6
20260323195204810901,587,220,123,6
20260323195205810134,587,220,123,6
20260323195206811039,587,220,123,6
20260323195207815498,590,220,124,6
20260323195208815972,596,220,125,7
20260323195209816103,587,220,123,7
20260323195210816481,587,220,123,7
20260323195211819660,587,220,123,7
20260323195212821105,587,220,123,7
20260323195213822647,592,220,124,7
20260323195214823537,596,220,125,7
20260323195215830051,587,220,123,7
20260323195216824547,588,220,123,7
20260323195217827039,588,220,123,7
20260323195218827854,588,220,123,7
20260323195219829862,588,220,123,7
20260323195220829871,594,220,125,7
20260323195221833901,587,220,123,7
20260323195222833920,587,220,123,7
20260323195223834288,587,220,123,7
20260323195224836256,587,220,123,7
20260323195225836723,589,220,123,7
20260323195226838709,595,220,125,7
20260323195227839314,587,220,123,7
20260323195228840662,587,220,123,7
20260323195229842800,588,220,123,7
20260323195230845084,587,220,123,7
20260323195231846480,590,220,124,7
20260323195232847990,596,220,125,7
20260323195233852550,587,220,123,7
20260323195234849383,587,220,123,7
20260323195235851399,588,220,123,7
20260323195236853402,588,220,123,7
20260323195237852834,592,220,124,8
20260323195238855327,596,220,125,8
20260323195239854431,587,220,123,8
20260323195240858008,587,220,123,8
20260323195241860002,588,220,123,8
20260323195242861408,588,220,123,8
20260323195243862601,588,220,123,8
20260323195244864006,595,220,125,8
20260323195245865930,587,220,123,8
20260323195246868671,587,220,123,8
20260323195247869646,588,220,123,8
20260323195248871202,587,220,123,8
20260323195249872412,588,220,123,8
20260323195250874296,595,220,125,8
20260323195251876031,587,220,123,8
20260323195252878457,587,220,123,8
20260323195253878194,587,220,123,8
20260323195254880361,587,220,123,8
20260323195255881718,590,220,124,8
20260323195256882663,596,220,125,8
20260323195257884331,587,220,123,8
20260323195258884900,587,220,123,8
20260323195259886762,588,220,123,8
20260323195300887228,587,220,123,8
20260323195301888899,591,220,124,8
20260323195302893221,595,220,125,8
20260323195303893868,587,220,123,8
20260323195304894235,587,220,123,8
20260323195305895259,587,220,123,8
20260323195306896736,587,220,123,9
20260323195307898671,587,220,123,9
20260323195308899095,594,220,125,9
20260323195309903334,587,220,123,9
20260323195310903843,587,220,123,9
20260323195311904434,587,220,123,9
20260323195312905923,587,220,123,9
20260323195313907545,588,220,123,9
20260323195314909188,595,220,125,9
20260323195315916100,587,220,123,9
20260323195316911299,587,220,123,9
20260323195317911355,587,220,123,9
20260323195318914184,587,220,123,9
20260323195319916095,588,220,124,9
20260323195320918073,595,220,125,9
20260323195321919424,587,220,123,9
20260323195322920245,587,220,123,9
20260323195323922397,586,220,123,9
20260323195324922885,586,221,123,9
20260323195325925546,590,220,124,9
20260323195326926854,594,220,125,9
20260323195327928491,587,220,123,9
20260323195328930434,587,220,123,9
20260323195329932932,587,220,123,9
20260323195330932826,586,220,123,9
20260323195331937801,592,220,124,9
20260323195332935447,594,220,125,9
20260323195333936911,587,220,123,9
20260323195334939184,587,220,123,9
20260323195335940429,587,220,123,10
20260323195336940608,587,220,123,10
20260323195337941242,587,220,123,10
20260323195338942829,595,220,125,10
20260323195339944021,587,220,123,10
20260323195340943970,587,220,123,10
20260323195341945998,587,220,123,10
20260323195342947517,587,220,123,10
20260323195343947588,588,220,124,10
20260323195344949775,595,220,125,10
20260323195345951050,587,220,123,10
20260323195346952027,587,220,123,10
20260323195347953858,587,220,123,10
20260323195348956115,587,220,123,10
20260323195349956426,590,220,124,10
20260323195350957579,595,220,125,10
20260323195351958256,587,220,123,10
20260323195352959458,587,220,123,10
20260323195353962092,587,220,123,10
20260323195354966771,587,220,123,10
20260323195355965808,591,220,124,10
20260323195356966626,595,220,125,10
20260323195357968985,587,220,123,10
20260323195358968460,587,220,123,10
20260323195359971428,587,220,123,10
20260323195400972726,587,220,123,10
20260323195401975683,587,220,123,10
20260323195402976427,595,220,125,10
20260323195403977900,587,220,123,10
20260323195404990852,587,220,123,11
20260323195405980627,587,220,123,11
20260323195406983958,587,220,123,11
20260323195407980461,588,220,123,11
20260323195408985582,596,220,125,11
20260323195409987865,587,220,123,11
20260323195410988347,587,220,123,11
20260323195411989453,587,220,123,11
20260323195412991638,587,220,123,11
20260323195413991567,590,220,124,11
20260323195414994432,595,220,125,11
20260323195415993978,587,220,123,11
20260323195416994748,587,220,123,11
20260323195417997616,587,220,123,11
20260323195418996752,587,220,123,11
20260323195419997661,591,220,124,11
20260323195420997094,595,220,125,11
20260323195421998969,587,220,123,11
20260323195423000389,586,220,123,11
20260323195424001733,586,220,123,11
20260323195425002180,587,220,123,11
20260323195426004395,587,220,123,11
20260323195427004164,594,220,125,11
20260323195428005767,587,220,123,11
20260323195429005271,587,220,123,11
20260323195430007009,587,220,123,11
20260323195431007122,586,220,123,11
20260323195432007586,587,220,123,11
20260323195433007743,595,220,125,11
20260323195434010753,586,220,123,12
20260323195435011902,587,220,123,12
20260323195436012142,587,220,123,12
20260323195437010374,587,220,123,12
20260323195438015417,589,220,124,12
20260323195439013913,594,220,125,12
20260323195440014300,587,220,123,12
20260323195441010307,586,220,123,12
20260323195442015084,586,220,123,12
20260323195443016028,586,220,123,12
20260323195444018790,590,220,124,12
20260323195445019611,595,220,125,12
20260323195446017969,586,220,123,12
20260323195447021252,586,220,123,12
20260323195448020099,587,220,123,12
20260323195449022348,587,220,123,12
20260323195450023565,587,220,123,12
20260323195451023043,594,220,125,12
