8102,4
8103,3
8108,15
8109,55
8115,325
8116,77
8121,577
8122,948
8128,5361
8134,9397
8135,6521
8140,7741
8141,32700
8147,69383
8148,17303
8153,61235
8154,100020
8160,268840
8166,230318
8167,164027
8172,95644
8173,409158
8179,446143
8180,110596
8185,200275
8186,328062
8192,443253
8198,194660
8199,137957
8204,43266
8205,186136
8211,121627
8212,30257
8217,38328
8218,62753
8224,68105
8230,29550
8231,20991
8236,7939
8237,33634
8243,29428
8244,7204
8249,13034
8250,21324
8256,33433
8262,19658
8263,13986
8268,6206
8269,27126
8275,26525
8276,6571
8281,12269
8282,20364
8288,31665
8294,18011
8295,12600
8300,5723
8301,23945
8307,24068
8308,5908
8313,12217
8314,19487
8320,34590
8326,22872
8327,15751
8332,8005
8333,34288
8339,33624
8340,8188
8345,14006
8346,22411
8352,28311
8358,12019
8359,8127
8364,2599
8365,11404
8371,8323
8372,1938
8377,3311
8378,5165
8384,7635
8390,4417
8391,3050
8396,1414
8397,5744
8403,5320
8404,1346
8409,2246
8410,3740
8416,5310
8422,2736
8423,1823
8428,692
8429,2915
8435,2208
8436,596
8441,834
8442,1339
8448,1577
8454,728
8455,514
8460,194
8461,809
8467,767
8468,184
8473,368
8474,578
8480,1012
8486,746
8487,500
8492,239
8493,978
8499,1059
8500,259
8505,453
8506,791
8512,1142
8518,672
8519,456
8524,195
8525,788
8531,741
8532,159
8537,308
8538,443
8544,675
8550,334
8551,221
8556,69
8557,367
8563,273
8564,79
8569,89
8570,193
8576,168
8582,98
8583,70
8588,19
8589,119
8595,95
8596,16
8601,22
8602,33
8608,65
8614,27
8615,27
8620,5
8621,20
8627,22
8628,4
8633,3
8634,15
8640,16
8646,9
8647,2
8652,3
8653,11
8659,6
8660,3
8665,5
8666,10
8672,10
8678,7
8679,3
8685,9
8691,9
8692,1
8697,6
8698,3
8704,14
8710,4
8711,2
8717,2
8723,5
8724,3
8729,4
8730,4
8736,2
8742,2
8743,1
8748,5
8749,3
8755,8
8756,1
8761,5
8762,5
8768,12
8774,5
8775,2
8780,3
8781,5
8787,4
8788,1
8793,1
8794,2
8800,8
8806,4
8807,3
8813,11
8819,8
8820,1
8825,3
8826,7
8832,11
8838,1
8839,3
8844,1
8845,10
8851,8
8852,2
8857,2
8858,7
8864,10
8870,9
8871,4
8877,7
8883,4
8889,4
8890,1
8896,7
8902,5
8903,4
8909,3
8915,8
8916,3
8921,2
8922,3
8928,9
8934,3
8935,1
8940,1
8941,7
8947,7
8953,3
8954,2
8960,6
8966,3
8967,5
8973,5
8979,7
8980,3
8985,5
8986,6
8992,4
8998,3
8999,3
9004,4
9005,7
9011,4
9012,2
9017,5
9018,6
9024,3
9030,6
9031,6
9036,2
9037,4
9043,2
9044,3
9049,2
9050,3
9056,6
9062,2
9063,3
9068,2
9069,11
9075,7
9076,3
9081,3
9082,7
9088,5
9094,4
9095,4
9100,1
9101,5
9107,5
9108,1
9113,3
9114,3
9120,8
9126,4
9127,3
9132,5
9133,6
9139,7
9140,4
9145,2
9146,6
9152,8
9158,6
9159,2
9164,1
9165,3
9171,7
9172,1
9177,3
9178,7
9184,9
9190,7
9191,7
9196,1
9197,5
9203,6
9204,1
9209,1
9210,7
9216,10
9222,5
9223,5
9228,2
9229,9
9235,2
9236,1
9241,5
9242,4
9248,8
9254,7
9255,1
9261,12
9267,2
9268,1
9273,2
9274,4
