timestamp,index,name,utilization.gpu,utilization.memory,memory.used,memory.total,power.draw,temperature.gpu
2026/03/25 05:41:06.668, 0, NVIDIA GB10, 0, 0, [N/A], [N/A], 4.38, 54
2026/03/25 05:41:07.683, 0, NVIDIA GB10, 0, 0, [N/A], [N/A], 4.35, 54
2026/03/25 05:41:08.683, 0, NVIDIA GB10, 0, 0, [N/A], [N/A], 5.24, 54
2026/03/25 05:41:09.684, 0, NVIDIA GB10, 0, 0, [N/A], [N/A], 13.01, 54
2026/03/25 05:41:10.684, 0, NVIDIA GB10, 0, 0, [N/A], [N/A], 14.03, 54
2026/03/25 05:41:11.685, 0, NVIDIA GB10, 0, 0, [N/A], [N/A], 13.15, 54
2026/03/25 05:41:12.686, 0, NVIDIA GB10, 0, 0, [N/A], [N/A], 11.73, 54
2026/03/25 05:41:13.686, 0, NVIDIA GB10, 0, 0, [N/A], [N/A], 11.72, 53
2026/03/25 05:41:14.687, 0, NVIDIA GB10, 0, 0, [N/A], [N/A], 11.70, 53
2026/03/25 05:41:15.687, 0, NVIDIA GB10, 0, 0, [N/A], [N/A], 11.69, 53
2026/03/25 05:41:16.688, 0, NVIDIA GB10, 0, 0, [N/A], [N/A], 11.68, 53
2026/03/25 05:41:17.688, 0, NVIDIA GB10, 0, 0, [N/A], [N/A], 11.66, 53
2026/03/25 05:41:18.689, 0, NVIDIA GB10, 0, 0, [N/A], [N/A], 11.65, 53
2026/03/25 05:41:19.689, 0, NVIDIA GB10, 0, 0, [N/A], [N/A], 11.62, 53
2026/03/25 05:41:20.690, 0, NVIDIA GB10, 0, 0, [N/A], [N/A], 11.51, 52
2026/03/25 05:41:21.690, 0, NVIDIA GB10, 0, 0, [N/A], [N/A], 11.52, 52
2026/03/25 05:41:22.691, 0, NVIDIA GB10, 0, 0, [N/A], [N/A], 11.51, 52
2026/03/25 05:41:23.691, 0, NVIDIA GB10, 0, 0, [N/A], [N/A], 11.52, 52
2026/03/25 05:41:24.692, 0, NVIDIA GB10, 0, 0, [N/A], [N/A], 11.54, 52
2026/03/25 05:41:25.692, 0, NVIDIA GB10, 0, 0, [N/A], [N/A], 11.55, 52
2026/03/25 05:41:26.693, 0, NVIDIA GB10, 0, 0, [N/A], [N/A], 11.49, 52
2026/03/25 05:41:27.693, 0, NVIDIA GB10, 0, 0, [N/A], [N/A], 11.50, 51
2026/03/25 05:41:28.694, 0, NVIDIA GB10, 0, 0, [N/A], [N/A], 11.44, 51
2026/03/25 05:41:29.843, 0, NVIDIA GB10, 24, 0, [N/A], [N/A], 12.35, 51
2026/03/25 05:41:30.843, 0, NVIDIA GB10, 24, 0, [N/A], [N/A], 12.23, 51
2026/03/25 05:41:31.844, 0, NVIDIA GB10, 2, 0, [N/A], [N/A], 11.83, 51
2026/03/25 05:41:32.844, 0, NVIDIA GB10, 0, 0, [N/A], [N/A], 11.52, 51
2026/03/25 05:41:33.844, 0, NVIDIA GB10, 0, 0, [N/A], [N/A], 11.48, 51
2026/03/25 05:41:34.844, 0, NVIDIA GB10, 0, 0, [N/A], [N/A], 11.44, 51
2026/03/25 05:41:35.845, 0, NVIDIA GB10, 0, 0, [N/A], [N/A], 11.35, 51
2026/03/25 05:41:36.845, 0, NVIDIA GB10, 0, 0, [N/A], [N/A], 11.27, 51
2026/03/25 05:41:37.845, 0, NVIDIA GB10, 0, 0, [N/A], [N/A], 11.25, 50
2026/03/25 05:41:38.846, 0, NVIDIA GB10, 0, 0, [N/A], [N/A], 11.22, 50
2026/03/25 05:41:39.846, 0, NVIDIA GB10, 0, 0, [N/A], [N/A], 11.23, 50
2026/03/25 05:41:40.846, 0, NVIDIA GB10, 0, 0, [N/A], [N/A], 11.22, 50
2026/03/25 05:41:41.847, 0, NVIDIA GB10, 0, 0, [N/A], [N/A], 11.17, 50
2026/03/25 05:41:42.847, 0, NVIDIA GB10, 0, 0, [N/A], [N/A], 11.17, 50
2026/03/25 05:41:43.847, 0, NVIDIA GB10, 0, 0, [N/A], [N/A], 11.18, 50
2026/03/25 05:41:44.847, 0, NVIDIA GB10, 0, 0, [N/A], [N/A], 11.18, 50
2026/03/25 05:41:45.848, 0, NVIDIA GB10, 0, 0, [N/A], [N/A], 11.20, 50
2026/03/25 05:41:46.848, 0, NVIDIA GB10, 0, 0, [N/A], [N/A], 11.21, 50
2026/03/25 05:41:47.849, 0, NVIDIA GB10, 0, 0, [N/A], [N/A], 11.19, 49
2026/03/25 05:41:48.849, 0, NVIDIA GB10, 0, 0, [N/A], [N/A], 11.15, 49
2026/03/25 05:41:49.850, 0, NVIDIA GB10, 0, 0, [N/A], [N/A], 11.17, 49
2026/03/25 05:41:50.851, 0, NVIDIA GB10, 89, 0, [N/A], [N/A], 34.87, 54
2026/03/25 05:41:51.851, 0, NVIDIA GB10, 90, 0, [N/A], [N/A], 34.26, 55
2026/03/25 05:41:52.852, 0, NVIDIA GB10, 84, 0, [N/A], [N/A], 43.58, 55
2026/03/25 05:41:53.853, 0, NVIDIA GB10, 89, 0, [N/A], [N/A], 31.56, 55
2026/03/25 05:41:54.853, 0, NVIDIA GB10, 90, 0, [N/A], [N/A], 43.77, 55
2026/03/25 05:41:55.854, 0, NVIDIA GB10, 89, 0, [N/A], [N/A], 33.72, 56
2026/03/25 05:41:56.854, 0, NVIDIA GB10, 89, 0, [N/A], [N/A], 43.46, 56
2026/03/25 05:41:57.855, 0, NVIDIA GB10, 89, 0, [N/A], [N/A], 36.20, 56
2026/03/25 05:41:58.856, 0, NVIDIA GB10, 89, 0, [N/A], [N/A], 43.87, 56
2026/03/25 05:41:59.856, 0, NVIDIA GB10, 90, 0, [N/A], [N/A], 35.82, 56
2026/03/25 05:42:00.857, 0, NVIDIA GB10, 87, 0, [N/A], [N/A], 43.61, 56
2026/03/25 05:42:01.858, 0, NVIDIA GB10, 89, 0, [N/A], [N/A], 39.82, 57
2026/03/25 05:42:02.859, 0, NVIDIA GB10, 88, 0, [N/A], [N/A], 43.70, 56
2026/03/25 05:42:03.860, 0, NVIDIA GB10, 93, 0, [N/A], [N/A], 40.30, 61
