timestamp,current_mA,voltage_V,power_active_W,energy_counter_Wh
20260323195458170742,580,220,122,12
20260323195459175041,580,220,122,12
20260323195500174740,617,220,130,0
20260323195501178182,556,220,116,0
20260323195502179720,549,220,114,0
20260323195503181507,518,220,108,0
20260323195504182363,508,220,105,0
20260323195505183850,510,220,105,0
20260323195506186441,505,220,105,0
20260323195507187715,518,220,108,0
20260323195508187623,522,220,108,0
20260323195509189349,540,220,112,0
20260323195510191895,587,220,123,0
20260323195511192399,587,220,123,0
20260323195512196580,587,220,123,0
20260323195513194168,587,220,123,0
20260323195514197066,595,220,125,0
20260323195515207770,587,220,123,0
20260323195516199669,587,220,123,0
20260323195517201053,587,220,123,0
20260323195518201900,587,220,123,0
20260323195519204136,587,220,123,0
20260323195520206349,596,220,125,0
20260323195521207542,587,220,123,0
20260323195522209965,587,220,123,0
20260323195523210736,587,220,123,0
20260323195524211299,587,220,123,0
20260323195525212479,589,220,124,0
20260323195526214529,595,220,125,0
20260323195527217157,586,220,123,0
20260323195528216299,587,220,123,0
20260323195529217385,587,220,123,1
20260323195530219790,587,220,123,1
20260323195531220655,590,220,124,1
20260323195532224370,595,220,125,1
20260323195533224560,587,220,123,1
20260323195534225014,586,220,123,1
20260323195535228112,586,220,123,1
20260323195536227303,587,220,123,1
20260323195537228876,591,220,124,1
20260323195538230886,594,220,125,1
20260323195539232489,587,220,123,1
20260323195540233522,587,220,123,1
20260323195541238123,587,220,123,1
20260323195542237602,587,220,123,1
20260323195543240318,587,220,123,1
20260323195544243039,595,220,125,1
20260323195545242507,586,221,123,1
20260323195546246582,586,221,123,1
20260323195547248237,586,221,123,1
20260323195548254800,586,221,123,1
20260323195549253975,588,221,123,1
20260323195550256938,594,221,125,1
20260323195553772294,594,220,125,1
20260323195556667195,594,220,125,1
20260323195557669911,587,220,123,1
20260323195558668856,587,220,123,2
20260323195559669363,587,220,123,2
20260323195600672689,587,220,123,2
20260323195601672016,592,220,124,2
20260323195602672232,595,220,125,2
20260323195603675314,587,220,123,2
20260323195604675194,587,220,123,2
20260323195605675858,587,220,123,2
20260323195606677517,587,220,123,2
20260323195607677944,587,220,123,2
20260323195608678521,595,220,125,2
20260323195609679878,587,220,123,2
20260323195610680011,587,220,123,2
20260323195611681329,587,220,123,2
20260323195612682247,587,220,123,2
20260323195613682011,588,220,123,2
20260323195614682403,595,220,125,2
20260323195615683485,587,220,123,2
20260323195616683880,587,220,123,2
20260323195617684815,587,220,123,2
20260323195618684496,587,220,123,2
20260323195619686238,589,220,124,2
20260323195620685339,595,220,125,2
20260323195621687290,587,220,123,2
20260323195622687929,587,220,123,2
20260323195623690015,587,220,123,2
20260323195624690415,587,220,123,2
20260323195625692557,591,220,124,2
20260323195626692732,595,220,125,2
20260323195627695351,587,220,123,3
20260323195628694536,587,220,123,3
20260323195629695224,587,220,123,3
20260323195630696356,587,220,123,3
20260323195631697955,587,220,123,3
20260323195632699301,595,220,125,3
20260323195633699835,587,220,123,3
20260323195634702972,587,220,123,3
20260323195635701437,587,220,123,3
20260323195636703973,587,220,123,3
20260323195637703286,588,220,123,3
20260323195638703963,596,220,125,3
20260323195639705191,587,220,123,3
20260323195640708759,587,220,123,3
20260323195641708443,587,220,123,3
20260323195642709316,586,220,123,3
20260323195643709945,589,220,124,3
20260323195644710921,595,220,125,3
20260323195645713096,587,220,123,3
20260323195646712426,586,220,123,3
20260323195647712704,586,220,123,3
20260323195648715434,587,220,123,3
20260323195649716430,590,220,124,3
20260323195650716829,594,220,125,3
20260323195651719483,586,220,123,3
20260323195652719797,587,220,123,3
20260323195653721337,587,220,123,3
20260323195654720391,586,220,123,3
20260323195655721493,587,220,123,3
20260323195656724620,594,220,125,4
20260323195657725580,587,220,123,4
20260323195658724251,587,220,123,4
20260323195659723934,586,220,123,4
20260323195700725985,587,220,123,4
20260323195701727012,588,220,123,4
20260323195702728995,595,220,125,4
20260323195703730139,587,220,123,4
20260323195704729093,587,220,123,4
20260323195705726399,587,220,123,4
20260323195706731923,586,220,123,4
20260323195707732003,589,220,124,4
20260323195708732185,595,220,125,4
20260323195709733413,587,220,123,4
20260323195710734630,586,220,123,4
20260323195711735492,587,220,123,4
20260323195712736445,587,220,123,4
20260323195713737582,593,220,125,4
20260323195714738825,594,220,125,4
20260323195715746794,587,220,123,4
20260323195716740594,586,220,123,4
20260323195717742268,586,220,123,4
20260323195718742292,586,220,123,4
20260323195719746653,586,220,123,4
20260323195720746404,594,220,125,4
20260323195721746129,587,220,123,4
20260323195722748020,586,220,123,4
20260323195723749494,586,220,123,4
