0.000000000	94
0.000034816	94
0.010293420	86
0.010293684	123
0.010562526	86
0.010624703	87
0.020813980	86
0.020846724	90
0.020846804	210
0.020909167	86
0.020954731	87
0.236984078	87
0.247341056	94
0.247378651	94
0.257679393	123
0.257723753	86
0.258848410	87
0.258869272	87
0.269017791	86
0.269042486	2942
0.269068426	86
0.269042704	2942
0.269090048	86
0.269042771	2942
0.269102133	86
0.269042841	2942
0.269111861	2942
0.269123648	86
0.269141245	86
0.279271992	2942
0.279299124	86
0.279272215	2942
0.279326417	86
0.279272285	2942
0.279272352	2942
0.279346199	86
0.279350454	4370
0.279350629	4370
0.279358429	86
0.279350736	4370
0.279368156	86
0.279369181	4370
0.279377021	86
0.279387864	86
0.289571730	2942
0.289598855	86
0.289571957	5798
0.289626157	86
0.289572047	5798
0.289645859	86
0.289648292	7226
0.289660366	86
0.289648467	8654
0.289674352	86
0.289684726	4370
0.289703029	86
0.289684901	10082
0.289719164	86
0.289731239	10082
0.289745481	86
0.289731414	2942
0.289767631	86
0.299893902	5798
0.299894112	2942
0.299894182	12938
0.299937942	4370
0.299952145	98
0.299938085	15794
0.299974559	15794
0.299982979	98
0.299998437	98
0.302517298	20078
0.302545936	98
0.306068138	21206
0.306096963	98
0.310256430	4370
0.310281005	98
0.310256635	10082
0.310304464	98
0.310312214	4370
0.310323497	86
0.310312344	1514
0.310331929	98
0.311116501	10082
0.311142916	98
0.312128816	5798
0.312154186	98
0.314092999	11510
0.314120552	98
0.315481497	8654
0.315511604	98
0.316997276	8654
0.317022593	98
0.319171395	12938
0.319197640	98
0.320528025	4370
0.320552913	98
0.320528250	386
0.320584418	86
0.321359792	8654
0.321386277	86
0.322321972	5798
0.322348102	86
0.322563733	1514
0.322588645	86
0.324088932	8654
0.324115704	86
0.324226924	1514
0.324239951	86
0.324787119	2942
0.324812414	86
0.325281281	2942
0.325306226	86
0.326981179	10082
0.327008303	86
0.327155370	1514
0.327179262	86
0.328690644	8654
0.328717319	86
0.330119943	8654
0.330146476	86
0.332049757	11510
0.332077349	86
0.332233843	1514
0.332258110	86
0.332988278	4370
0.333013485	86
0.334230436	7226
0.334256618	86
0.335443342	7226
0.335469507	86
0.336685246	7226
0.336711621	86
0.337843610	7226
0.337869912	86
0.339077958	7226
0.339103981	86
0.340317484	7226
0.340343649	86
0.341525133	7226
0.341551113	86
0.342739545	7226
0.342765917	86
0.343706812	5798
0.343732350	86
0.344896534	7226
0.344922469	86
0.346105927	7226
0.346131850	86
0.347308264	7226
0.347332091	98
0.348552295	7226
0.348577585	98
0.349763561	7226
0.349789058	98
0.350946670	7226
0.350971210	98
0.351918880	5798
0.351943790	98
0.353123397	7226
0.353148359	98
0.354320438	7226
0.354344660	98
0.355553372	7226
0.355578461	98
0.356763458	7226
0.356792757	98
0.357996969	7226
0.358021494	98
0.358940777	5798
0.358966854	98
0.359161745	1514
0.359188788	86
0.359656592	2942
0.359685802	86
0.360618250	5798
0.360649450	86
0.361316915	4370
0.361348552	86
0.364572159	7226
0.364596223	98
0.365792640	7226
0.365818392	98
0.366980296	7226
0.367005776	98
0.368251977	7226
0.368277252	98
0.369195293	5798
0.369221950	98
0.369856280	4370
0.369882033	98
0.370854086	4370
0.370881051	98
0.371577675	4370
0.371602118	98
0.374821154	1514
0.374844282	106
0.377231852	1514
0.377254999	98
0.377232059	5798
0.377277459	98
0.378547842	5798
0.378572650	98
0.378548062	1514
0.378590805	98
0.379462128	4370
0.379486731	98
0.379462348	1514
0.379505658	98
0.381171201	7226
0.381196946	98
0.381171423	1514
0.381215668	98
0.381868683	4370
0.381893263	98
0.387503592	4370
0.387532805	86
0.387503810	2942
0.387554015	86
0.387503880	5798
0.387568692	86
0.388862260	5798
0.388887920	86
0.388862480	1514
0.388905410	86
0.389775784	4370
0.389800816	86
0.389776004	1514
0.389820496	86
0.391491024	7226
0.391516986	86
0.391491244	1514
0.391536861	86
0.392094004	4370
0.392119299	86
0.397750871	4370
0.397775856	86
0.397751088	4370
0.397797223	86
0.397751158	4370
0.397810475	86
0.399157690	2942
0.399182493	86
0.399157908	4370
0.399203203	86
0.400032622	4370
0.400057514	86
0.401797761	4370
0.401823359	86
0.401797979	4370
0.401844996	86
0.402355752	4370
0.402381142	86
0.402355972	2942
0.402401225	86
0.407944132	4370
0.407970007	86
0.407944349	4370
0.407990734	98
0.409446768	2942
0.409470841	98
0.410319630	4370
0.410344107	98
0.410319850	4370
0.410363104	98
0.412111382	4370
0.412137354	98
0.412111607	4370
0.412157966	98
0.412618475	4370
0.412642078	98
0.412618695	2942
0.412660800	98
0.418193865	4370
0.418218420	98
0.418194082	4370
0.418242220	86
0.419741751	1514
0.419765809	86
0.420617935	2942
0.420654440	86
0.420618157	2942
0.420673792	86
0.422876376	4370
0.422907156	86
0.422876594	4370
0.422927346	86
0.422876664	2942
0.422939526	86
0.428467010	4370
0.428497715	86
0.428467233	2942
0.428519165	86
0.430046917	2942
0.430077084	86
0.430927450	2942
0.430956372	86
0.430927673	2942
0.430976342	86
0.433177771	2942
0.433200589	98
0.433177994	2942
0.433220034	98
0.433178064	2942
0.433232729	98
0.438733784	2942
0.438757961	98
0.438734006	2942
0.438778043	98
0.438734076	2942
0.438792036	98
0.440316677	2942
0.440340367	98
0.441174448	2942
0.441198241	98
0.443496517	2942
0.443520514	98
0.443496741	2942
0.443538919	98
0.443496809	2942
0.443560564	86
0.443496879	1514
0.443570631	86
0.448941812	2942
0.448975989	86
0.448942032	1514
0.448994439	86
0.451459627	2942
0.451482636	98
0.453797267	2942
0.453821787	98
0.453797490	2942
0.453840482	98
0.453797557	2942
0.453853414	98
0.459192588	2942
0.459216155	106
0.461764854	2942
0.461789304	106
0.464114972	2942
0.464142625	98
0.464115195	2942
0.464161694	98
0.469399409	1514
0.469425356	86
0.469399631	2942
0.469448361	86
0.472078749	2942
0.472104002	86
0.474415390	2942
0.474444227	86
0.474415615	2942
0.474477635	86
0.479660109	4370
0.479685394	86
0.482360220	2942
0.482385317	86
0.484734025	2942
0.484757385	86
0.484734230	1514
0.484773992	98
0.489888868	2942
0.489913000	98
0.492667810	2942
0.492692318	98
0.494964668	2942
0.494987688	98
0.494964876	2942
0.495004651	98
0.500116956	1514
0.500142226	98
0.502992048	1514
0.503015788	98
0.505191582	2942
0.505214427	98
0.505191804	2942
0.505233279	98
0.510332912	1514
0.510355974	98
0.515405820	1514
0.515431278	86
0.515406010	2942
0.515450870	86
0.515406080	4370
0.515461153	86
0.520556231	1514
0.520580576	86
0.525631564	4370
0.525655834	86
0.525631781	2942
0.525676846	86
0.525631851	1514
0.525687289	86
0.530785236	2942
0.530811496	86
0.535861597	2942
0.535885639	86
0.535861815	2942
0.535905399	86
0.535861887	2942
0.535915847	86
0.540976328	2942
0.541001170	86
0.546081423	2942
0.546106713	86
0.546081648	2942
0.546128055	86
0.546081716	2942
0.546141215	86
0.551156544	2942
0.551179651	86
0.556323041	2942
0.556347824	86
0.556323269	1514
0.556366036	86
0.561399457	2942
0.561423274	86
0.561399672	2942
0.561442449	86
0.561399742	1514
0.561466002	86
0.566498290	2942
0.566520830	86
0.566498503	1514
0.566535167	86
0.571572363	2942
0.571596941	86
0.571572576	2942
0.571616043	86
0.571572671	2942
0.571638035	86
0.576729491	1514
0.576751378	98
0.581853184	2942
0.581877344	98
0.581853409	2942
0.581896978	106
0.592170129	2942
0.592197479	98
0.592170354	2942
0.592219399	86
0.592170421	1514
0.592232101	86
0.602499457	2942
0.602526009	86
0.602499677	4370
0.602553119	86
0.602499744	1514
0.602571846	86
0.612822199	2942
0.612851567	86
0.612822417	2942
0.612877351	86
0.612822504	2942
0.612822574	1514
0.612895189	86
0.612907831	86
0.623127770	2942
0.623153927	86
0.623127992	2942
0.623180269	86
0.623128060	2942
0.623198259	86
0.623128130	1514
0.623209897	86
0.633443597	1514
0.633470037	86
0.633443842	2942
0.633496462	86
0.633443912	2942
0.633510952	86
0.633443982	2942
0.633523022	86
0.643742893	4370
0.643770045	86
0.643743118	2942
0.643796390	86
0.643743185	2942
0.643814880	86
0.654062965	2942
0.654089720	86
0.654063230	2942
0.654115760	86
0.654063300	2942
0.654129595	86
0.664320616	2942
0.664343994	98
0.664320839	2942
0.664365888	98
0.664320906	2942
0.664379546	98
0.674615174	1514
0.674641721	86
0.674615399	4370
0.674664486	86
0.684935549	4370
0.684971696	86
0.684935769	2942
0.684993061	86
0.695178757	2942
0.695203857	86
0.695178980	2942
0.695225272	86
0.695179047	1514
0.695237104	86
0.705478355	2942
0.705503548	86
0.705478580	2942
0.705525472	86
0.705478648	1514
0.705538140	86
0.715764928	4370
0.715790893	86
0.715765151	2942
0.715812770	86
0.726087886	2942
0.726113086	86
0.726088111	2942
0.726134981	86
0.726088178	2942
0.726147908	86
0.726088248	1514
0.726171355	86
0.736389564	2942
0.736415168	86
0.736389784	2942
0.736437306	86
0.736389854	2942
0.736449838	86
0.736389924	1514
0.736473063	86
0.746695631	2942
0.746720529	86
0.746695851	2942
0.746742676	86
0.746695919	2942
0.746755701	86
0.746695989	1514
0.746779206	86
0.757021044	2942
0.757046084	86
0.757021287	2942
0.757067121	98
0.757021377	1514
0.757080569	98
0.767321714	2942
0.767345979	98
0.767322014	1514
0.767368694	98
0.777603105	1514
0.777629837	86
0.777603327	1514
0.777648922	98
0.777603397	1514
0.777663077	98
0.787926245	1514
0.787952728	86
0.787926453	5798
0.787975287	86
0.798247145	1514
0.798271803	86
0.798247353	2942
0.798293678	86
0.798247420	4370
0.798307495	86
0.808553436	4370
0.808579265	86
0.808553653	2942
0.808600360	86
0.808553723	1514
0.808613333	86
0.818860598	2942
0.818885363	86
0.818860816	2942
0.818906698	86
0.818860886	2942
0.818920118	86
0.829173344	2942
0.829198446	86
0.829173561	2942
0.829220416	86
0.829173631	2942
0.829250021	86
0.839496114	2942
0.839521239	86
0.839496331	2942
0.839496401	2942
0.839496469	2942
0.839573336	86
0.849803567	2942
0.849828902	86
0.849803784	2942
0.849803879	2942
0.849803944	2942
0.849881709	86
0.860118909	2942
0.860143622	86
0.860119127	2942
0.860164217	98
0.860119217	2942
0.860178307	98
0.870437197	4370
0.870461527	98
0.870437415	2942
0.870484714	86
0.880732460	2942
0.880762445	86
0.880732685	1514
0.891021375	2942
0.891051388	86
0.891021601	2942
0.891097692	86
0.901355836	2942
0.901385775	86
0.901356081	2942
0.901356158	2942
0.901442282	86
0.911670446	2942
0.911700483	86
0.911670666	2942
0.911670736	2942
0.911756563	86
0.921977049	2942
0.922002096	86
0.921977291	2942
0.921977381	2942
0.922055560	86
0.932281079	2942
0.932306156	86
0.932281302	2942
0.932281372	2942
0.932358958	86
0.942577204	2942
0.942602119	86
0.942577429	2942
0.942577497	2942
0.942653134	86
0.952879192	2942
0.952904184	86
0.952879412	2942
0.952879482	2942
0.952879549	2942
0.952976064	86
0.963185452	2942
0.963208702	98
0.963185682	2942
0.963229830	98
0.963185750	2942
0.963242810	98
0.963185820	2942
0.963251422	98
0.973502085	1514
0.973528160	86
0.973502305	4370
0.973502375	2942
0.973583752	86
0.983823225	4370
0.983823450	2942
0.983823518	2942
0.983900710	86
0.994190648	2942
0.994190873	2942
0.994190940	2942
0.994191010	1514
0.994268542	86
1.004567028	2942
1.004590340	98
1.004567248	2942
1.004611527	98
1.004567318	1514
1.004624182	98
1.014865858	2942
1.014866083	2942
1.014903293	86
1.025188471	2942
1.025213360	86
1.025188725	2942
1.025188813	1514
1.025266382	86
1.035478636	1514
1.035478856	2942
1.035478926	2942
1.035553363	86
1.045841486	2942
1.045841728	2942
1.045841798	1514
1.045917928	86
1.056210493	2942
1.056210716	2942
1.056210783	1514
1.056285888	86
1.066534006	2942
1.066534228	2942
1.066534296	1514
1.066610543	86
1.076900963	2942
1.076901183	2942
1.076901251	2942
1.076901321	2942
1.077010765	86
1.087280873	2942
1.087281093	2942
1.087281163	2942
1.087347008	86
1.097602048	2942
1.097625028	98
1.097602271	2942
1.097646108	98
1.097602341	2942
1.097659288	98
1.107921376	1514
1.107947791	98
1.107921596	4370
1.107975395	98
1.118240881	1514
1.118264911	98
1.118241104	1514
1.118286908	86
1.118241174	2942
1.118241241	1514
1.118342388	86
1.128537754	2942
